Gene	number_of_undetected_samples	chi^2	pvalue	BH-corrected P-value	Bonferroni-corrected P-value
PDLIM7	0	38.42796669081539	0.00784749665784176	0.035358257018287514	1.0
ADAP1	0	38.419470585728895	0.007866417785773504	0.03542603236561608	1.0
CCDC88C	10	23.897844035743045	0.00787620935581083	0.03545264664692968	1.0
STK39	0	38.41446240555096	0.00787759121092591	0.035441399275559775	1.0
KEAP1	0	38.391860284647606	0.007928202693868718	0.03565153875091236	1.0
LST1	0	38.382698545852975	0.007948804685488992	0.03572659113807626	1.0
EAF1	0	38.323606529320124	0.008082895255634505	0.03631140303478107	1.0
CMA1	10	23.807165330706766	0.008129016795922915	0.03650064424639331	1.0
PPTC7	0	38.300660245948436	0.008135533686999857	0.036511955362835226	1.0
GNA14	0	38.26589126088826	0.008215905644287674	0.03685455120298592	1.0
F13B	0	38.2638394741532	0.008220671720688235	0.036857827601887896	1.0
PTX3	0	38.23809620411586	0.008280691060495279	0.03710871023331864	1.0
PPM1G	0	38.234221768160815	0.008289759601360436	0.03713113018108135	1.0
CPD	0	38.23292751417835	0.008292791016499537	0.03712650017337758	1.0
MCEMP1	10	23.749040422899665	0.008295115684412106	0.03711871217331492	1.0
FUS	0	38.19136004188183	0.00839070476042231	0.03752806394561065	1.0
CERS4	0	38.19120694343647	0.008391067382496516	0.03751131591010312	1.0
ELFN1	10	23.681432293263235	0.008492384246652154	0.037945667967061704	1.0
PTPRC	0	38.14504910226947	0.008501066449526926	0.03796588747360851	1.0
CD48	10	23.666921574628375	0.00853530283656242	0.03810015679683508	1.0
SDR39U1	0	38.10882336512388	0.008588340254936962	0.03831817857759613	1.0
BOLA3	0	38.10193984806208	0.008605018325764364	0.03837384393027634	1.0
RBP4	0	38.09770498383737	0.00861529403404167	0.03840091772225601	1.0
RNF170	0	38.09330555406708	0.00862598121598211	0.03842979826612908	1.0
THEM6	0	38.06048445284479	0.008706103336842741	0.03876784094362982	1.0
TMEM30A	0	38.059168881553525	0.00870932935125266	0.038763306513153295	1.0
SS18	0	38.054790203073416	0.008720074707876727	0.038792227134455994	1.0
ALG8	0	38.05140312243182	0.008728395173854242	0.03881033745024868	1.0
RREB1	0	38.03964483096748	0.008757337468156809	0.038920079365779146	1.0
SIGLEC5;SIGLEC14	10	23.579273997561526	0.008798966196717111	0.039086069199716626	1.0
ERO1L	0	38.00773203281652	0.00883634203730337	0.039233014986238046	1.0
GP1BB	0	37.999589153065955	0.008856607379468095	0.039303884935219684	1.0
ERAP1	0	37.98810104897683	0.008885271994672808	0.0394119422668027	1.0
SLC6A1	0	37.972699522035306	0.008923837388123313	0.03956378974064574	1.0
NDUFAB1	0	37.9674188534437	0.008937096176242231	0.039603347587394616	1.0
STS	0	37.96317484150323	0.008947765462445276	0.03963139765689268	1.0
LAMA3	0	37.94641891870513	0.00899000569508401	0.039799186627824654	1.0
TLR2	0	37.92942660978038	0.009033032233780118	0.039970292340655925	1.0
PHKA2	0	37.92476943412303	0.009044858332171193	0.04000324026523947	1.0
HNRNPLL	0	37.90943990824757	0.009083887369817335	0.04015641013966202	1.0
ENTPD5	0	37.9065870751594	0.009091168052135857	0.04016915230776816	1.0
MTA3	0	37.9009631545295	0.009105536777421912	0.04021318539080964	1.0
C11orf52	0	37.895182839593936	0.009120327204431787	0.04025903738911334	1.0
VSNL1	0	37.887422877200045	0.00914021838998891	0.040327350026941405	1.0
PRKAA1	0	37.88586681895799	0.009144211927662448	0.04032548891131875	1.0
RPS6KA1	0	37.87483755601594	0.009172564714211972	0.040431000740780855	1.0
TRIM72	10	23.456468721396472	0.00918146906756237	0.0404507269628785	1.0
HMGB1	0	37.8702206174608	0.009184457804080509	0.04044438434169107	1.0
PGPEP1	0	37.862051343709744	0.009205536924900549	0.04051767167957432	1.0
HLA-DMA	0	37.827824039229945	0.009294346006726864	0.040888854566202525	1.0
SLC16A1	0	37.8098984820997	0.009341176063947583	0.04107508954840312	1.0
IGHV5-51	0	37.79690058522025	0.009375270545195678	0.04120517126528977	1.0
METTL18	0	37.789559701892195	0.009394577592022689	0.041270166978327666	1.0
RFC1	0	37.78674963036134	0.009401978108437828	0.04128282022325129	1.0
SPARCL1	0	37.77658391083902	0.009428795749376497	0.04138067831766245	1.0
ABCA6	0	37.76825532537572	0.009450820189745981	0.041457416327065344	1.0
GNB4	0	37.74193382099207	0.009520742205621237	0.04174408956502101	1.0
C6orf120	10	23.336837457708633	0.00956926735975748	0.04193671727287191	1.0
IKZF1	0	37.70605454499084	0.009616832582015787	0.04212495538203846	1.0
TPPP3	0	37.69223852764377	0.009654075020005962	0.04226781742939331	1.0
ASGR1	0	37.688573745871714	0.009663976378761784	0.04229089423441848	1.0
MYO7B	10	23.29977043890341	0.009692552691300819	0.04239563397013907	1.0
GARS	0	37.672295434737165	0.00970807117815312	0.04244318528964693	1.0
PERP	10	23.280734241185467	0.009756452915838315	0.04263429879442648	1.0
PHYH	0	37.641792424984395	0.009791204201939827	0.04276569487150476	1.0
TES	0	37.62590821975408	0.009834757785834891	0.04293539333557842	1.0
HIBCH	0	37.624348277575464	0.00983904479710194	0.042933586302882	1.0
TOR4A	0	37.614983718601586	0.009864817037806005	0.04302548901923698	1.0
COL16A1	0	37.59655042565365	0.009915731576845702	0.04322691001972878	1.0
C8B	0	37.57932105876615	0.009963542419959151	0.043414614943457504	1.0
HARS2	0	37.56894028342359	0.009992452453042247	0.04351982272467088	1.0
MAPK13	0	37.56372863738939	0.01000699617149595	0.04356239086476287	1.0
ISPD	0	37.56217635259353	0.01001133182343037	0.04356050192634091	1.0
RACGAP1	0	37.53721929911099	0.010081279895466871	0.04384396632633282	1.0
TDRKH	0	37.532443283310414	0.010094717688559239	0.04388151197030535	1.0
CFH	0	37.51439319621127	0.010145654467530255	0.04408195159464977	1.0
ILVBL	0	37.50797846796315	0.010163814304826187	0.044139855466465795	1.0
UGDH	0	37.497310545400765	0.010194081922992145	0.04425026150317836	1.0
RCBTB1	10	23.148750870963212	0.010210632590703594	0.04430104867025935	1.0
NAMPT	0	37.48895787531069	0.010217839245079425	0.044311265823984036	1.0
DNASE2	0	37.46822974715535	0.010277019103372424	0.04454675627484592	1.0
NDUFV3	0	37.46601851448804	0.010283351120176878	0.04455305777067146	1.0
SF3B5	0	37.44017594066096	0.010357623344020211	0.04485356756801166	1.0
MPDU1	0	37.42191450987019	0.010410408471426193	0.04506078699977981	1.0
DDX52	0	37.410980894716864	0.010442132294685765	0.045176690785109	1.0
ROMO1	0	37.3935353170822	0.010492937235784757	0.04537499799925293	1.0
CLN8	0	37.35917994290664	0.010593661207878543	0.045788882068885345	1.0
TM6SF1	10	23.008397199056905	0.010715625327434137	0.04629413723531503	1.0
LAP3	0	37.30814061021563	0.0107449646023691	0.04639894170848085	1.0
STAMBPL1	0	37.27656581762451	0.010839572000558273	0.04678535495326026	1.0
RAB11FIP3	0	37.26771532567159	0.010866229599913266	0.046878259299011744	1.0
PLBD1	0	37.24439023318113	0.0109367773991699	0.0471603342713025	1.0
GCLM	0	37.18088097470481	0.011131031933147368	0.04797532545796834	1.0
CLN3	0	37.17131466472362	0.011160569091291008	0.04807994222205697	1.0
HSPE1	0	37.16705947778924	0.011173730937670422	0.04811394844589532	1.0
EIF2AK2	0	37.16161653574298	0.011190587728759943	0.0481638255074291	1.0
SLC39A10	10	22.8819751109496	0.011190711828977946	0.04814167269621082	1.0
DUT	0	37.15420988848167	0.011213564142487167	0.04821726992153263	1.0
TNFAIP8L3	0	37.15200163689142	0.011220422928811521	0.048224057698275584	1.0
NCDN	0	37.14917026830418	0.011229222817957707	0.04823917779699329	1.0
TULP3	0	37.13440289385852	0.011275224018434898	0.04841402019763325	1.0
IGHV4-4	0	37.099136362053876	0.011385791783927731	0.0488658065613778	1.0
LGALS3BP	0	37.0841388184467	0.011433117227346737	0.04904587113074577	1.0
SLC2A4	10	22.813964581818844	0.011454490686886686	0.04911448987950052	1.0
C19orf12	0	37.077325740085136	0.01145467661674824	0.049092239108757235	1.0
TMEM192	0	37.06723523750245	0.011486676634207023	0.049206293480399975	1.0
AKR1C1	0	37.063049114125036	0.01149997648374045	0.04924017122644236	1.0
PSMB10	0	37.05880534400088	0.011513474107333572	0.049274863646802954	1.0
RDH10	0	37.05606584156294	0.011522195123193007	0.04928909042628652	1.0
MYOF	0	37.00971264096828	0.011670692127547358	0.04990095093674626	1.0
HMGB2	0	36.997188930049944	0.011711117404820462	0.050050367458224276	1.0
NDUFA4	0	36.9887617469131	0.011738392756307812	0.05014347102121573	1.0
C10orf54	0	36.988294100746614	0.011739908064710647	0.05012649852968786	1.0
SEPSECS	0	36.98214730880393	0.011759842358938972	0.050188149656163375	1.0
TNFAIP2	0	36.977738954076564	0.011774158207448917	0.05022577623009386	1.0
LCP1	0	36.97630296727701	0.011778824980220525	0.05022222621118303	1.0
SMOC1	0	36.96051964026457	0.011830232233748794	0.05041787727056824	1.0
C8A	0	36.956024901733976	0.011844909986113811	0.050456885682452164	1.0
PFKP	0	36.949514269011836	0.011866200749711859	0.05052401466066126	1.0
ABCD1	0	36.94215031180867	0.011890324891275849	0.05060313943710267	1.0
CECR2	0	36.91730064794694	0.011972068706911629	0.05092729552874891	1.0
ANPEP	0	36.87457002799068	0.01211385502075132	0.05150644222743101	1.0
FAM151A	0	36.83290689647653	0.012253600280950332	0.05207637569377356	1.0
INHBC	0	36.791106120542565	0.012395311088317216	0.05265412845097727	1.0
VRK1	0	36.78931449656829	0.012401418843918394	0.05265558265992873	1.0
CREB3L3	0	36.756024531386444	0.01251541605458319	0.05311491395283842	1.0
XAF1	0	36.75478220159244	0.012519689028292034	0.05310836966808693	1.0
MEI4	10	22.507692182112752	0.012717125576654007	0.053920848603333814	1.0
LAMC1	0	36.68818006508563	0.01275075886011612	0.0540383668999724	1.0
ACP6	0	36.6690383295298	0.012817897981585948	0.05429770977079056	1.0
TGM2	0	36.65561233684994	0.012865184885023886	0.054472755472843366	1.0
COQ10B	0	36.633934900843464	0.012941875517207328	0.05477208021253685	1.0
NIT2	0	36.62859089832624	0.01296084664057403	0.05482696265324808	1.0
SLC7A5	10	22.42786638175601	0.013067245975757006	0.05525146180397627	1.0
EPB41L4B	0	36.59250665986813	0.013089621893364855	0.055320461245766415	1.0
CYP4F11	0	36.584951207277854	0.013116735164752267	0.05540940900077819	1.0
RRP12	0	36.583808853834405	0.013120839110577865	0.055401120479384024	1.0
VWF	0	36.556258882076094	0.01322017479041884	0.055794758022594856	1.0
RAP1GAP	0	36.52456959900011	0.013335297640772268	0.05625462972432939	1.0
MOXD1	10	22.36635638494039	0.013343232646797834	0.056262116234166486	1.0
PDGFRB	0	36.511261185493126	0.01338392186788806	0.05640764117186048	1.0
ABHD6	0	36.51089551759104	0.013385260206052027	0.05638726082189722	1.0
LOX	10	22.356422780274617	0.013388317111982549	0.05637413563104501	1.0
ITPR3	0	36.49872211049824	0.013429885542054777	0.05652310813621487	1.0
B4GAT1	0	36.491688506007684	0.013455732186315846	0.056605804724837686	1.0
EVI2B	0	36.49016046555913	0.013461353425792176	0.05660337975955799	1.0
LDLR	0	36.48185713092943	0.013491937173720263	0.05670587308218461	1.0
GIMAP7	0	36.481212602381085	0.013494313863202089	0.056689773924850355	1.0
DXO	0	36.44736014287067	0.013619691105997454	0.05719017879129873	1.0
ITGA3	0	36.43923841071897	0.013649931193269845	0.05729081874454665	1.0
DDX58	0	36.42333019604033	0.013709343467788054	0.05751375006490964	1.0
PSMB6	0	36.414671555072516	0.013741781425678978	0.057623365363051474	1.0
TMEM70	0	36.35356291948295	0.013972742802691491	0.05856496558833473	1.0
MSI2	0	36.35072484527634	0.01398355622779398	0.058583403224056155	1.0
GK;GK3P	0	36.344892176073465	0.014005803775249653	0.05864970466728798	1.0
SS18L1	10	22.2156759356204	0.014042786906133926	0.05877762273772738	1.0
PLCD1	0	36.32737904393177	0.014072801213231088	0.05887626819992649	1.0
BCL2L14	10	22.188817971220573	0.014171062534324591	0.059260217090653156	1.0
RAD9A	10	22.186218088794504	0.014183538353439763	0.05928524292080794	1.0
GBA2	0	36.2872406423926	0.014227473754858555	0.05944168243509752	1.0
CXCL16	10	22.17347079972757	0.014244857887870438	0.05948709972104285	1.0
JADE3	10	22.169193476585175	0.014265489559756627	0.05954603114682691	1.0
ACOT1	0	36.27336451645802	0.0142813101458331	0.059584835798032754	1.0
MXRA5	10	22.146554965219707	0.014375157234493105	0.0599490004669523	1.0
UGCG	10	22.13996376023152	0.014407236335111031	0.06005535803220861	1.0
H6PD	0	36.22582685956477	0.014467178694183186	0.06027771122900321	1.0
TMEM51	10	22.12145927835021	0.014497658489841634	0.06037716141711064	1.0
PARP1	0	36.216404774432	0.014504283074738951	0.06037721846927568	1.0
ATF7IP	0	36.21025013986779	0.014528567680827017	0.06045075563963242	1.0
IL17RB	10	22.110710986345325	0.014550425753952118	0.060514134066869174	1.0
ZYX	0	36.192895571687565	0.014597247070003325	0.06068122780625415	1.0
CTU2	0	36.18392395695423	0.014632869198523845	0.060801635300326784	1.0
C17orf59	0	36.18241740536372	0.014638858896527619	0.06079886234742462	1.0
ZER1	0	36.17505475258932	0.014668163724684302	0.060892881498882605	1.0
SERPINI1	10	22.059652388054815	0.014803576793075977	0.06142710897372235	1.0
RUNX3	10	22.053162547159957	0.014836049910208572	0.06153389819706398	1.0
RNF2	0	36.100988351951585	0.014965995820572692	0.06204468444361797	1.0
POLR3GL	10	22.027056653872705	0.014967355887758096	0.06202216938425349	1.0
ARHGAP9	0	36.08800807329435	0.015018763691777043	0.0622069699759636	1.0
CBX4	0	36.08632356425818	0.01502562420875728	0.06220717402474172	1.0
POMP	0	36.06397056391541	0.015116936171970194	0.06255685458024639	1.0
PFKM	0	36.04778060726168	0.015183392061557234	0.06280340566041767	1.0
GNL2	0	36.041876928274846	0.01520769234634671	0.06287544327713196	1.0
WAS	0	36.03973156218014	0.01521653184200939	0.06288352276609581	1.0
KBTBD7	0	36.03773557790392	0.015224760106782108	0.06288907012900995	1.0
SPG20	0	36.01192720579837	0.015331523695144247	0.06330144932538535	1.0
NPM3	0	35.99949626089303	0.015383194228852325	0.06348608806692647	1.0
C17orf80	10	21.928562806043956	0.015472692859897568	0.06382660518945099	1.0
ABLIM3	0	35.972299617170414	0.01549680139056925	0.0638971950790379	1.0
MYO15B	10	21.921053133968588	0.015511875300275684	0.06393048606381671	1.0
PXMP4	0	35.93277303181613	0.015663295782415997	0.06452543093405742	1.0
MRPS36	0	35.91585008709247	0.01573508251432888	0.06479193354525052	1.0
TMEM126A	0	35.91454033222777	0.015740651108468545	0.06478565415666661	1.0
DTD2	0	35.906303585794745	0.015775712431434073	0.0649007124487781	1.0
DKK1	10	21.868739317237498	0.01578743456530485	0.06491969377979703	1.0
SCLY	0	35.886394902492825	0.015860755570581538	0.06519184546630116	1.0
CUX1	0	35.88207147488654	0.0158792796238753	0.06523862384383856	1.0
ERCC5	0	35.88107418601583	0.015883555417028322	0.0652268487516725	1.0
DDX21	0	35.87817612821661	0.015895986630588804	0.06524855995378318	1.0
GNG12	0	35.86534467263231	0.015951135106104092	0.06544551523991406	1.0
PCTP	0	35.85784992961892	0.01598342849088405	0.06554856417029369	1.0
HNRNPH1	0	35.84529899156285	0.016037643180018917	0.06574138023479029	1.0
EHD1	0	35.841940765782226	0.016052178028791324	0.06577144097664925	1.0
KALRN	0	35.837862097273984	0.01606984739549612	0.06581431222559016	1.0
NKTR	10	21.81375716133365	0.016082018191618752	0.06583463565399106	1.0
TMEM33	0	35.81724881310266	0.01615942189656643	0.06612186388052921	1.0
ERBB2	0	35.816420464657206	0.016163031072625667	0.06610701423479186	1.0
HPR	0	35.78998809588363	0.016278590087092697	0.06654984926831585	1.0
MAN2C1	0	35.767880800655824	0.016375825133943027	0.0669174098202692	1.0
RABEPK	0	35.71792433836701	0.016597525713982597	0.06779302430492086	1.0
SSC5D	0	35.70895193201954	0.01663763606140084	0.06792647749162892	1.0
MASP2	0	35.64792745882461	0.016912819724955574	0.06901911642002648	1.0
CETP	0	35.63521403113682	0.01697067495093109	0.06922428509461975	1.0
MAD2L1	0	35.633524033680835	0.016978379368362165	0.06922479409430878	1.0
C4BPA	0	35.63166444853934	0.016986860631461854	0.06922846860648867	1.0
SERPINF1	0	35.62984759553839	0.01699515076980176	0.06923136127591413	1.0
AIFM1	0	35.61799233404946	0.017049336846957548	0.06942112947983205	1.0
ITIH5	0	35.60731310867665	0.017098283896089476	0.06958940589259589	1.0
ACAD8	0	35.602508251623235	0.017120348619706963	0.06964817102172993	1.0
ABT1	0	35.59903354885151	0.017136321385619702	0.06968211184989526	1.0
NCEH1	0	35.58200320790041	0.017214806372269867	0.06997010529503368	1.0
P2RX4	0	35.57443534892737	0.017249789272354182	0.07008110561584109	1.0
PCNXL2	10	21.600989647116435	0.017271483191548864	0.0701380417912031	1.0
NELFA	0	35.545933539363396	0.017382129031660434	0.07055599308717989	1.0
GABARAPL1	10	21.576181977498056	0.01741543618115284	0.07065978615836023	1.0
HELZ2	0	35.53381183151334	0.017438695423555115	0.07072273770130057	1.0
GMPS	0	35.518376067258885	0.017510972276763605	0.07098433635316556	1.0
LBR	0	35.517225012547904	0.01751637304029665	0.07097472714153918	1.0
GGCT	0	35.50698592924024	0.017564482475931863	0.07113810130939498	1.0
ACADVL	0	35.48955913827293	0.017646643862839716	0.07143918368763968	1.0
ATP5J	0	35.47408558925299	0.017719892677826844	0.07170393434939856	1.0
PROCR	0	35.460015964520494	0.01778673833318186	0.07194255146011955	1.0
LARP1B	0	35.44778632462404	0.017845030510163947	0.07214637611745345	1.0
SAE1	0	35.44421702503687	0.01786207656342517	0.07218333860785932	1.0
VEZF1	0	35.44351269183736	0.01786544204607573	0.0721650076102652	1.0
YTHDF3	0	35.43148062516994	0.01792302448714881	0.07236559798458447	1.0
CRTAP	0	35.41487713754335	0.01800276496423921	0.07265543633159378	1.0
ATG2A	0	35.410169597356365	0.018025432859149638	0.07271478723613678	1.0
KCTD12	0	35.397129546587166	0.01808836085973657	0.07293642372272588	1.0
ABCD4	0	35.38634406459862	0.018140561467701783	0.07311462836916169	1.0
FGFR2	0	35.38190083294679	0.018162106506761477	0.07316917455944093	1.0
MED29	0	35.37951423735429	0.01817368871711565	0.07318355337452258	1.0
RANBP1	0	35.364968345223225	0.018244427272059938	0.07343603097211257	1.0
CMIP	0	35.35170458336583	0.018309151235647317	0.07366408732826737	1.0
IGHV3-72	0	35.34102324406455	0.018361426968481795	0.07384188133119517	1.0
UBE2Q1	0	35.338815304597404	0.018372249981729916	0.07385288692039584	1.0
TMEM38B	0	35.28717595417325	0.01862705724763231	0.07484422078426127	1.0
FCGR2A	0	35.27608388089571	0.01868221150312975	0.07503282218913106	1.0
ZNF148	0	35.272103639615324	0.01870203941923354	0.0750794400069714	1.0
NUCB2	0	35.214854985638645	0.018989375459758404	0.07619945785323969	1.0
LEPREL4	10	21.302207642851496	0.01908207748929351	0.07653781893268233	1.0
LHFPL2	10	21.27194252636029	0.01927510399261684	0.07727810569120704	1.0
RBP7	0	35.1327135597446	0.019408735734985784	0.07777972069663237	1.0
FAM129B	0	35.13026202966835	0.019421381277820806	0.07779626105716553	1.0
JMJD6	0	35.11894862070352	0.019479836398191966	0.07799620597312022	1.0
TAPBPL	0	35.11069961988384	0.01952255979006926	0.07813301426937008	1.0
TYMP	0	35.1102644528777	0.01952481600150492	0.07810781626883244	1.0
AIFM2	0	35.10977363283728	0.019527361044466417	0.07808379527982127	1.0
RCC2	0	35.104309247756596	0.019555716017327588	0.07816295596772554	1.0
SLC16A3	0	35.100239577687354	0.019576858281809512	0.07821323127198875	1.0
HDGF	0	35.097431149612646	0.019591460519682753	0.07823734539845326	1.0
DBT	0	35.085660834233735	0.019652768267842013	0.07844787263557741	1.0
NDUFB7	0	35.08078994663917	0.019678190586912295	0.07851503478823503	1.0
MED17	0	35.07454602937841	0.01971082319479253	0.0786108944270918	1.0
GREM2	0	35.06778552333505	0.019746211616450855	0.07871765634790295	1.0
SYPL2	10	21.191896567865157	0.019794492945426373	0.0788756998562736	1.0
NFASC	0	35.049906916566556	0.01984007967385528	0.07902287294431762	1.0
NCKAP1L	0	35.04556324505299	0.01986294696100559	0.07907946582164956	1.0
PAQR9	0	35.03963146538071	0.019894213896705742	0.07916943595582289	1.0
IGFALS	0	35.01756241032954	0.020010938579942378	0.07959926047500598	1.0
RAB1A	0	35.016196926525936	0.02001818130088842	0.079593404362653	1.0
ELN	10	21.14130235989785	0.020129519585407547	0.08000126299979422	1.0
RARRES2	0	34.986096639441236	0.02017844918585127	0.08016084228550659	1.0
SLC12A9	0	34.937719539202476	0.020438497045990073	0.08115860587870755	1.0
TRIM14	0	34.93072382127816	0.02047635517435111	0.08127359922092511	1.0
GPR126	0	34.927508640467366	0.020493776033884938	0.08130740943417512	1.0
NUF2	10	21.087162137170417	0.02049391034663192	0.08127263708023853	1.0
SLC22A3	0	34.927241817953885	0.020495222372115318	0.08124256333529914	1.0
NDUFA7	0	34.91692279062771	0.02055122949137182	0.08142923164629016	1.0
DHCR24	0	34.91187846323259	0.0205786588626488	0.08150255481030853	1.0
TTR	0	34.90499443764605	0.020616146014364935	0.08161563136072603	1.0
ACP2	0	34.8997090994497	0.020644969908291348	0.08169432849758443	1.0
